LicenceNo,LicenceType,PremisesName,Licensee,Address1,Address2,Suburb,Postcode
31118301,BYO Permit,KYABRAM TROTTING TRAINERS ASSOCIATION,SECRETARY,THE KYABRAM TROTTING CLUB,RACECOURSE & RECREATION RESERV,KYABRAM,3620
32024571,Packaged Liquor,OVERPORT CELLARS,ROBIN HAN,THE MALL,SHOP 2,FRANKSTON,3199
32235415,On-Premises Licence,DEAKIN UNIVERSITY,DEAKIN UNIVERSITY,THE MANAGEMENT CENTRE,PIGDON ROAD,WAURN PONDS,3221
32266301,On-Premises Licence,FOOD FINDERS EVENT CATERING,PETER WAYNE GARDNER,THE NECROPOLIS CAFE,PRINCES HIGHWAY,SPRINGVALE,3171
36103589,Limited Licence,SHELFORD CRICKET CLUB,SHELFORD CRICKET CLUB INC,THE PARADE,,SHELFORD,3329
32207682,Late night (on-premises) Licence,DONOVANS RESTAURANT,SHORETHING PTY LTD,THE PAVILION FORESHORE,40 JACKA BOULEVARD,ST KILDA,3182
32105953,Full Club Licence (prev. Club Licence),PENLEIGH & ESSENDON GRAMMAR SCHOOL FORMER STUDENTS,PENLEIGH & ESSENDON GRAMMAR SCHOOL FORMER STUDENTS INC,THE PAVILLION,RACHELLE ROAD,KEILOR EAST,3036
32008208,Packaged Liquor,SAFEWAY,WOOLWORTHS LIMITED,THE PINES SHOPPING CENTRE,S E CNR REYNOLDS & BLACKBURN ROADS,DONCASTER EAST,3109
36111126,Limited Licence,SURF COAST FOOTBALL CLUB,SURF COAST FOOTBALL CLUB INC,THE QUAY,HORSESHOE BEND ROAD,TORQUAY,3228
31952462,General Licence,TIMBOON BOUTIQUE DISTILLARY,TIMBOON BOUTIQUE DISTILLARY PTY LTD,THE RAILWAY YARD,BAILEY STREET,TIMBOON,3268
31130654,BYO Permit,THE R A N SKI CLUB,THE R A N SKI CLUB,THE RAN SKI CLUB LODGE,BREATHTAKER ROAD,MOUNT BULLER,3723
32246830,On-Premises Licence,MOONRAKER,MOONRAKER CHARTERS PTY LTD,THE SORRENTO CAR FERRY TERMINAL,,SORRENTO,3943
31412250,Restricted Club Licence,WILLIAMSTOWN SAILING CLUB,WILLIAMSTOWN SAILING CLUB INC,THE STRAND,,WILLIAMSTOWN,3016
31425986,Restricted Club Licence,CHELSEA LONGBEACH SURF LIFESAVING CLUB,CHELSEA LONGBEACH SURF LIFESAVING CLUB INC,THE STRAND,,CHELSEA,3196
32223654,On-Premises Licence,KOFLER HUTTE,ROBERT FLEMING,THE SUMMIT AREA,,MOUNT BULLER,3723
32059607,Packaged Liquor,LIQUORLAND,LIQUORLAND (AUSTRALIA) PTY LTD,THE VILLAGE CENTRE,30 ENGLISH STREET,ESSENDON AIRPORT,3042
36080244,Limited Licence,WARRNAMBOOL FIELD & GAME,WARRNAMBOOL FIELD & GAME INC,THE WICKHAM,WICKHAM ROAD,WOOLSTHORPE,3276
32450675,Vigneron's Licence,GRAMPIANS ESTATE WINE COMPANY,GRAMPIANS ESTATE WINE COMPANY PTY LTD,THERMOPYLAE,MAFEKING ROAD,WILLAURA,3379
32122379,Full Club Licence,GARFIELD GOLF CLUB,GARFIELD GOLF CLUB INC,THIRTEEN MILE ROAD,,GARFIELD,3814
36078051,Limited Licence,PORTLAND SMALL BORE RIFLE CLUB,PORTLAND SMALL BORE RIFLE CLUB INC,THISTLE ROAD,,PORTLAND,3305
36083014,Limited Licence,ST GERARD'S JUNIOR FOOTBALL CLUB (DANDENONG SAINTS,ST GERARD'S JUNIOR FOOTBALL CLUB (DANDENONG SAINTS) INC,THOMAS CARROLL RESERVE,BOX STREET,DANDENONG,3175
31450177,Restricted Club Licence,ST JOHN'S OLD COLLEGIANS FOOTBALL CLUB,ST JOHN'S OLD COLLEGIANS FOOTBALL CLUB,THOMAS CARROLL RESERVE,CNR MCRAE & BOX STREET,DOVETON,3175
31425431,Restricted Club Licence,REGIONI D'ITALIA BOCCE ASSOCIATION,REGIONI D'ITALIA BOOCE ASSOCIATION,THOMAS RESERVE,THOMAS STREET,THOMASTOWN,3074
36064997,Limited Licence,WHITTLESEA UNITED SOCCER CLUB,WHITTLESEA UNITED SOCCER CLUB INC,THOMAS STREET RESERVE,SOCCER PAVILLION,LALOR,3075
31450868,Restricted Club Licence,ITALIAN SENIOR CITIZENS CLUB OF LALOR & THOMASTOWN,ITALIAN SENIOR CITIZENS CLUB OF LALOR & THOMASTOWN INC,THOMAS STREET RESERVE,THOMAS STREET,THOMASTOWN,3074
31409003,Restricted Club Licence,ST LUKES TENNIS CLUB,ST LUKES TENNIS CLUB,THOMASTOWN EAST RESERVE,ROWEN STREET,THOMASTOWN,3074
31423780,Restricted Club Licence,THOMASTOWN SPORTS CLUB,THOMASTOWN SPORTS CLUB INC,THOMASTOWN RESERVE,MAIN STREET,THOMASTOWN,3074
32023559,Packaged Liquor,SAFEWAY,WOOLWORTHS LIMITED,THOMPSON PARKWAY SHOPPING CENTRE,CNR STH GIPPSLAND HWY & THOMPSON RD,CRANBOURNE NORTH,3977
32104193,Full Club Licence (prev. Club Licence),MOE GOLF CLUB,MOE GOLF CLUB,THOMPSON'S ROAD,,MOE,3825
36067694,Limited Licence,CAMPERDOWN BOWLING CLUB,CAMPERDOWN BOWLING CLUB INC,THORNTON STREET,,CAMPERDOWN,3260
31405512,Restricted Club Licence,CAMPERDOWN BOWLING CLUB,CAMPERDOWN BOWLING CLUB INC,THORNTON STREET,,CAMPERDOWN,3260
31404493,Restricted Club Licence,THORPDALE & DISTRICT BOWLING CLUB,THORPDALE & DISTRICT BOWLING CLUB,THORPDALE & DISTRICT BOWLING,CLUB,THORPDALE,3835
32400094,Vigneron's Licence,,ESTATE OF REGINALD L BULLER,THREE CHAIN ROAD,,RUTHERGLEN,3685
32121551,Full Club Licence,NEWRY GOLF CLUB,NEWRY GOLF CLUB INC,THREE CHAINS ROAD,,NEWRY,3859
36095833,Limited Licence,TATONG MAGPIES SPORTS CLUB,TATONG MAGPIES SPORTS CLUB INC,TIGER HILL ROAD,,TATONG,3673
31405677,Restricted Club Licence,ESSENDON-MARIBYRNONG PARK LADIES CRICKET CLUB,ESSENDON-MARIBYRNONG PARK LADIES CRICKET CLUB,TILBA STREET,,MOONEE PONDS,3039
32022749,Packaged Liquor,NULLAWARRE BOTTLE SHOP,ERRAWALLUN NOMINEES PTY LTD,TIMBOON ROAD,,NULLAWARRE,3268
31913777,General Licence,BOGGY CREEK PUB,WHISKY BRIDGE PTY LTD,TIMBOON-CURDIE VALE ROAD,,CURDIE VALE,3268
32421032,Vigneron's Licence,JINKS CREEK VINEYARD AND WINERY,ANDREW STRUAN CLARKE,TINKHAM ROAD,,TONIMBUK VIA BUNYIP,3815
36090590,Limited Licence,CUDGEWA FOOTBALL & NETBALL CLUB,CUDGEWA FOOTBALL & NETBALL CLUB INC,TINTALDRA ROAD,,CUDGEWA,3705
36088129,Limited Licence,BRIAN BARUGH GOLF PROFESSIONAL,BRIAN BARUGH GOLF PROFESSIONAL PTY LTD,TIRHATUAN LAKES PUBLIC GOLF COURSE,CNR POLICE & STUD ROADS,ROWVILLE,3178
36084086,Limited Licence,KYABRAM FIRE BRIGADE CRICKET CLUB,KYABRAM FIRE BRIGADE CRICKET CLUB,TISDALL ROAD,,KYABRAM,3620
32297124,Restaurant & Café,SLATE BAR/RESTAURANT,DANJON NOMINEES PTY LTD,TM09,CORNER WILLIAM AND BOURKE STREET,MELBOURNE,3000
36098726,Limited Licence,OLIVEGROVE TRADING,OLIVEGROVE TRADING CO PTY LTD,TOL TOL ROAD,,ROBINVALE,3549
36081606,Limited Licence,BENDIGO & DISTRICT CYCLING CLUB,BENDIGO & DISTRICT CYCLING CLUB INC,TOM FLOOD SPORTS CENTRE,PARK ROAD,BENDIGO,3550
36080448,Limited Licence,SUNSHINE NORTH SPORTING CLUB INC,SUNSHINE NORTH SPORTING CLUB INC,TOM O'BRIEN PAVILION,"DEMPSTER PARK, PHOENIX STREET",SUNSHINE NORTH,3020
36108204,Limited Licence,CASTLEMAINE RIFLE CLUB,CASTLEMAINE RIFLE CLUB INC,TOMKIES ROAD,,CASTLEMAINE,3450
36099146,Limited Licence,MORWELL BASEBALL CLUB,MORWELL BASEBALL CLUB INC,TONERS LANE,,MORWELL,3840
36112025,Limited Licence,MACEDON FOOTBALL CLUB,MACEDON FOOTBALL CLUB INC,TONY CLARKE RESERVE,WATERFALLS ROAD,MACEDON,3440
36112203,Limited Licence,MACEDON CRICKET CLUB,MACEDON CRICKET CLUB INC,TONY CLARKE RESERVE,WATERFALLS ROAD,MACEDON,3440
36089191,Limited Licence,YARRAWONGA MULWALA DARTS ASSOCIATION INC,YARRAWONGA MULWALA DARTS ASSOCIATION INC,TONY MULQUINEY PAVILION,YARRAWONGA SHOWGROUNDS,YARRAWONGA,3730
36107088,Limited Licence,MOUNT PLEASANT FOOTBALL CLUB,MOUNT PLEASANT FOOTBALL CLUB INC,TOOLLEEN CORNELLA ROAD,,TOOLLEEN,3551
31406411,Restricted Club Licence,TALLANGATTA GOLF CLUB,TALLANGATTA GOLF CLUB,TOOMA STREET,,TALLANGATTA,3700
36105303,Limited Licence,PAKENHAM PUMA'S BASEBALL CLUB,PAKENHAM PUMA'S BASEBALL CLUB INC,TOOMUC RECREATION RESERVE,PRINCES HIGHWAY,PAKENHAM,3810
36112198,Limited Licence,PAKENHAM CRICKET CLUB,PAKENHAM CRICKET CLUB INC,TOOMUC RESERVE,PRINCES HIGHWAY,PAKENHAM,3810
36093873,Limited Licence,PAKENHAM CRICKET CLUB,PAKENHAM CRICKET CLUB INC,"TOOMUC RESERVE, PRINCES HIGHWAY",,PAKENHAM,3810
31421770,Restricted Club Licence,TOORA FOOTBALL CLUB,TOORA FOOTBALL CLUB INC,TOORA RECREATION RESERVE,WILLIAM COOK PAVILION JETTY RO,TOORA,3962
32252360,On-Premises Licence,WINGS & FINNS,WINGS & FINS BAR AND BISTRO PTY LTD,TOORADIN AIRFIELD CLUBROOMS,3260 SOUTH GIPPSLAND HIGHWAY,TOORADIN,3980
32105513,Full Club Licence (prev. Club Licence),TOORADIN AND DISTRICT SPORTS CLUB,TOORADIN AND DISTIRCT SPORTS CLUB LTD,TOORADIN RECREATION RESERVE,SOUTH GIPPSLAND HIGHWAY,TOORADIN,3980
36082987,Limited Licence,OLD XAVERIANS FOOTBALL CLUB,OLD XAVERIANS FOOTBALL CLUB INC,TOORAK PARK,580 ORRONG ROAD,ARMADALE,3143
31408780,Restricted Club Licence,TOOTGAROOK CRICKET CLUB,TOOTGAROOK CRICKET CLUB,TOOTGAROOK SPORTS PAVILION,TRUEMAN'S ROAD,TOOTGAROOK,3941
36098459,Limited Licence,MOUNT BEAUTY GOLF CLUB,MOUNT BEAUTY GOLF CLUB INC,TOP END,TAWONGA CRESCENT,MOUNT BEAUTY,3699
36096156,Limited Licence,OLD BRIGHTON GRAMMARIANS SOCCER CLUB,OLD BRIGHTON GRAMMARIANS SOCCER CLUB INC,TOP PAVILLION DENDY PARK,BREEN DRIVE,BRIGHTON EAST,3187
32208078,On-Premises Licence,CLOUD NINE RESTAURANT,SNOWDEN PTY LTD,TOP STATION,HALLEY'S COMET CHAIRLIFT,FALLS CREEK,3699
31410834,Restricted Club Licence,BORONIA CRICKET CLUB,BORONIA CRICKET CLUB,TORMORE ROAD,,BORONIA,3155
31411903,Restricted Club Licence,BORONIA FOOTBALL CLUB,BORONIA FOOTBALL CLUB,TORMORE ROAD,,BORONIA,3155
32203989,Restaurant & Café,OASIS,ANGELO BENITO CORDONE,TORQUAY ROAD,,MOUNT DUNEED,3216
31906754,Late night (general) Licence,GROVEDALE HOTEL,WARRENWOOD PTY LTD,TORQUAY ROAD,,GROVEDALE,3221
31450907,Restricted Club Licence,MONASH SOCCER CLUB,MONASH SOCCER CLUB,TORRESS STREET,,NEWBOROUGH,3825
31909207,General Licence,MOUNT DANDENONG HOTEL,BARSMART PTY LTD,TOURIST ROAD,,OLINDA,3788
36095304,Limited Licence,US AND THEM TOURERS,US AND THEM TOURERS INC,TOWERS LANE,,MORWELL,3840
32008478,Packaged Liquor,SAFEWAY,WOOLWORTHS LIMITED,TOWN & COUNTRY SHOPPING WORLD,PIONEER ROAD,WAURN PONDS,3216
32235627,On-Premises Licence,EPICURE CATERING,SPOTLESS SERVICES AUSTRALIA LIMITED,TOWN HALL,SWANSTON STREET,MELBOURNE,3000
32297459,Restaurant & Café,SWITCH LIFESTYLE,SWITCH LIFESTYLE PTY LTD,TR05 W/GARDENS STATION ST PRECINCT,399 MELTON HIGHWAY,TAYLORS LAKES,3038
36079489,Limited Licence,TRAFALGAR CRICKET CLUB,TRAFALGAR CRICKET CLUB,TRAFALGAR RECREATION RESERVE,WATERLOO ROAD,TRAFALGAR,3824
32207470,On-Premises Licence,THE COLONIAL TRAMCAR,THE COLONIAL TRAMCAR CO P/L,"TRAMCARS NO 937, 938 & 939",TRAMTRACKS,MELBOURNE AREA,3000
36086444,Limited Licence,MOUNT EVELYN CRICKET CLUB,MOUNT EVELYN CRICKET CLUB INC,TRAMWAY ROAD,,MOUNT EVELYN,3796
32105466,Full Club Licence,TRARALGON FOOTBALL NETBALL CLUB,TRARALGON FOOTBALL NETBALL CLUB INC,TRARALGON RECREATION RESERVE,WHITTAKERS ROAD,TRARALGON,3844
32421189,Vigneron's Licence,BASS VALLEY ESTATE WINES,ROGER HAMILTON CUTLER,TREGENNA PARK,ST HELIER ROAD,LOCH,3945
31423455,Restricted Club Licence,BALLARAT SOCCER & SPORTS CLUB,BALLARAT SOCCER & SPORTS CLUB INC,TREKARDO PARK,PLEASANT STREET SOUTH,BALLARAT,3350
32104363,Full Club Licence (prev. Club Licence),SANDRINGHAM FOOTBALL SOCIAL CLUB,SANDRINGHAM FOOTBALL SOCIAL CLUB,TREVOR BARKER OVAL,BEACH ROAD,SANDRINGHAM,3191
36097314,Limited Licence,BAYSIDE SHARKS SOCCER CLUB,BAYSIDE SHARKS SOCCER CLUB INC,TREWIN RESERVE,COLE STREET,ST LEONARDS,3223
31451165,Restricted Club Licence,SOUTH DANDENONG SOCCER CLUB,SOUTH DANDENONG SOCCER CLUB INC,TREWIN STREET,GEORGE ANDREWS RESERVE,DANDENONG,3175
32450683,Vigneron's Licence,SEVENTY THIRD BANTU,SEVENTY THIRD BANTU PTY LTD,TRIODA STREET,,RED CLIFFS,3496
32297467,Restaurant & Café,GRILL'D WATERGARDENS,TOMANDER PTY LTD,TRO1 W/GARDENS STATION ST PRECINCT,399 MELTON HIGHWAY,TAYLORS LAKES,3038
36079918,Limited Licence,GUNNAMATTA S.L.S.C.,GUNNAMATTA S.L.S.C.,TRUEMANS ROAD,,FINGAL,3939
32021777,Packaged Liquor,SAFEWAY,WOOLWORTHS LIMITED,TUAGGRA STREET,,MARYBOROUGH,3465
32420997,Vigneron's Licence,LYNCROFT ESTATE,GEOFFREY WILLIAM SLADE,TUCKS ROAD,,SHOREHAM,3916
31403405,Restricted Club Licence,SANDRINGHAM BOWLS CLUB,SANDRINGHAM BOWLS CLUB,TULIP ST,,SANDRINGHAM,3191
31421144,Restricted Club Licence,SANDRINGHAM BASEBALL CLUB,SANDRINGHAM BASEBALL CLUB INC,TULIP STREET RESERVE,TULIP STREET,SANDRINGHAM,3193
36101202,Limited Licence,DALYSTON FOOTBALL CLUB,DALYSTON FOOTBALL CLUB INC,TULLOCH STREET,,DALYSTON,3992
32400832,Vigneron's Licence,HUNTLEIGH VINEYARDS,LEIGH H HUNT,TUNNECLIFFS LANE,,HEATHCOTE,3523
32102751,Full Club Licence (prev. Club Licence),NUMURKAH GOLF & BOWLS CLUB,NUMURKAH GOLF & BOWLS CLUB INC.,TUNNOCK ROAD,,NUMURKAH,3636
36061818,Limited Licence,NUMURKAH GOLF & BOWLS CLUB,NUMURKAH GOLF & BOWLS CLUB INC,TUNNOCK ROAD,,NUMURKAH,3636
36099251,Limited Licence,NUMURKAH GOLF & BOWLS CLUB,NUMURKAH GOLF & BOWL CLUB INC.,TUNNOCK ROAD,,NUMURKAH,3636
31450070,Restricted Club Licence,NUMURKAH YOUTH CLUB CRICKET CLUB INC,NUMURKAH YOUTH CLUB CRICKET CLUB INC.,TUNNUCK ROAD,NUMURKAH,NUMURKAH,3636
36070980,Limited Licence,COLERAINE BOWLING CLUB,COLERAINE BOWLING CLUB INC,TURNBULL STREET,,COLERAINE,3315
31405384,Restricted Club Licence,EUROA LAWN TENNIS CLUB,EUROA LAWN TENNIS CLUB,TURNBULL STREET,,EUROA,3666
31451327,Restricted Club Licence,SILVERTON CRICKET CLUB,SILVERTON CRICKET CLUB INC,TURNER RESERVE,JACKSONS ROAD,NOBLE PARK NORTH,3174
31409469,Restricted Club Licence,HIGHETT FOOTBALL CLUB INC,HIGHETT FOOTBALL CLUB INC,TURNER ROAD RESERVE,25-53 TURNER ROAD,HIGHETT,3190
36105125,Limited Licence,NHILL LAWN TENNIS CLUB,NHILL LAWN TENNIS CLUB INC,TURNER STREET,,NHILL,3418
32101527,Full Club Licence,MILDURA GOLF CLUB,MILDURA GOLF CLUB INC,TWELFTH STREET,,MILDURA,3500
36065286,Limited Licence,MILDURA GOLF CLUB,MILDURA GOLF CLUB INC,TWELFTH STREET,,MILDURA,3500
36085422,Limited Licence,TWO HILLS VINEYARD,MARGIT ADAM,TWO HILLS ROAD,,GLENBURN,3717
36082458,Limited Licence,TYABB BASEBEALL CLUB,TYABB BASEBALL CLUB INC,TYABB CENTRAL RESERVE,CNR MORNING-TYABB & FRANKSTON-FLINDERS ROADS,TYABB,3913
31900619,General Licence,AVON HOTEL,PIKEDALE PTY LTD,TYERS STREET,,STRATFORD,3862
31100099,BYO Permit,UNIVERSITY SKI CLUB,BRUCE ARNOLD,U S C LODGE,ALLOTMENTS 15 & 16 ALPINE VILL,MT BULLER,3723
32206076,Restaurant & Café,THE PANCAKE PARLOUR,LOVELY PANCAKES PTY LTD,U1 UPPER LEVEL NORTHLAND SHOPPING CENTRE,2 MURRAY ROAD,PRESTON EAST,3072
31400889,Restricted Club Licence,MINYIP GOLF CLUB,MINYIP GOLF CLUB,UBERGANG ROAD,,MINYIP,3392
32272174,Restaurant & Café,JAVA CAFE,JARCANA PTY LTD,"UG 1, UG 5, UG 6 & UG 7",600 BOURKE STREET,MELBOURNE,3000
32293390,On-Premises Licence,THE CILANTRO CAFE,TOP WEALTH PTY LTD,UG 2 & UG 3,600 BOURKE STREET,MELBOURNE,3000
31120405,BYO Permit,UKRAINIAN ASSOCIATION WODONGA BRANCH,UKRAINIAN ASSOCIATION WODONGA BRANCH,UKRAINIAN ASSOCIATION,3 HUNT ST,WODONGA,3690
36103987,Limited Licence,SWINBURNE STAFF CLUB,SWINBURNE STAFF CLUB INC,UN BUILDING LEVEL 3,447-451 BURWOOD ROAD,HAWTHORN,3122
31401649,Restricted Club Licence,UNDERA FOOTBALL CLUB,UNDERA FOOTBALL CLUB,UNDERA RECREATION RESERVE,,UNDERA,3629
36095702,Limited Licence,DOVERBRIDGE,FOUR SEASONS FINE WINES PTY LTD,UNI 4,31 SABRE DRIVE,PORT MELBOURNE,3207
32000014,Packaged Liquor,LIQUORLAND,LIQUORLAND (AUSTRALIA) PTY LTD,UNION SQUARE SHOPPING CENTRE,CNR UNION & GRANTHAM STREETS,BRUNSWICK,3055
36105769,Limited Licence,HARAR BEER DIRECT,SOLOMON WORCOU,UNIT 0097,"BUILDING 3, 9 ASHLEY STREET",FOOTSCRAY WEST,3012
36065595,Limited Licence,GET WINES DIRECT,AUSTRALIAN PREMIER PRODUCTS PTY LTD,"UNIT 0149, 60 DAWSON STREET",,BRUNSWICK,3056
32289105,Restaurant & Café,"KNOX GATEWAY CAFE, BISTRO AND TAKEAWAY",ISSAM HAIDER,UNIT 1,1488 FERNTREE GULLY ROAD,KNOXFIELD,3180
36084921,Limited Licence,CHRISCO HAMPERS AUSTRALIA,CHRISCO HAMPERS AUSTRALIA LTD,UNIT 1,163-179 FORSTER ROAD,MOUNT WAVERLEY,3149
32297580,On-Premises Licence,LAGO FINO,MCCRAE TWENTY SEVEN PROPRIETARY LIMITED,UNIT 1,1-9 MAREEBA WAY,CRAIGIEBURN,3064
32290473,On-Premises Licence,RED PILLAR CAFE,TOORAK PLUS PTY LTD,UNIT 1,226 GOVERNOR ROAD,BRAESIDE,3195
32237679,Late night (on-premises) Licence,PLAYHOUSE BILLIARDS & SNOOKER CENTRE,BONROVE PTY LTD,UNIT 1,229-231 BOUNDARY ROAD,MORDIALLOC,3195
36050532,Limited Licence,BLACK ROCK CHOCOLATES,GLENNIS AMELIA MCPHERSON,UNIT 1,2-4 BLUFF ROAD,BLACK ROCK,3193
32243573,Restaurant & Café,MALABAR COAST,MALABAR COAST PTY LTD,UNIT 1,506 NEPEAN HIGHWAY,FRANKSTON,3199
32057142,Packaged Liquor,WAYNE CARROLL INVESTMENTS,WAYNE CARROLL INVESTMENTS PTY LTD,UNIT 1,63 WADHURST STREET,BORONIA WEST,3155
32055807,Packaged Liquor,RASILE GLOBAL IMPORTERS,RASILE GLOBAL IMPORTERS PTY LTD,UNIT 1,75A ASHLEY STREET,BRAYBROOK,3019
36108034,Limited Licence,RUSSELL GEHLING WINES,RUSSELL GEHLING WINES PTY LTD,UNIT 1,76 KERFERD ROAD,ALBERT PARK,3206
36097283,Limited Licence,VOGUE WINE MERCHANTS,ALEX JOHN,UNIT 1,82 WILSON STREET,BRIGHTON,3186
36105418,Limited Licence,TWO FAT INDIANS,KHUSHWANT SINGH CHAHAL,UNIT 1 GROUND FLOOR,166 WELLINGTON PARADE,EAST MELBOURNE,3002
32060925,Packaged Liquor,NOT QUITE RIGHT,NOT QUITE RIGHT PTY LTD,"UNIT 1, 2-10 FAIRY STREET",,WARRNAMBOOL,3280
32061078,Packaged Liquor,NQR GROCERY CLEARANCE STORES,NQR PTY LTD,"UNIT 1, 352 PRINCESS HIGHWAY",FOUNTAIN GATE SHOPPING CENTRE,NARRE WARREN,3805
36100264,Limited Licence,UNIFOUR CORPORATE FOODSERVICE,UNIFOUR CORPORATE FOODSERVICE PTY LTD,"UNIT 1, 358 ARDEN STREET",,KENSINGTON,3031
36115421,Limited Licence,RIVA WINES,RIVA INTERNATIONAL WINES PTY LTD,"UNIT 1, 43-45 MELVERTON DRIVE",,HALLAM,3803
32061044,Packaged Liquor,WINES 2U,WINES 2 U PTY LTD,"UNIT 1, 75-77 CHIFLEY DRIVE",,PRESTON,3072
32266521,Restaurant & Café,TWO FAT INDIANS,KHUSHWANT SINGH CHAHAL,"UNIT 1, GROUND FLOOR",166 WELLINGTON PARADE,EAST MELBOURNE,3002
32224040,On-Premises Licence,LUNA PEARL CAFE,DOGS BAR PTY LTD,"UNIT 1, HARLEY COURT",56 ACLAND STREET,ST KILDA,3182
31253185,BYO Permit,HOOLIES INN,ANDY Y KWONG LI & YUET SHEUNG LI,UNIT 1/SHOP 16,124 FRANKSTON-FLINDERS ROAD,BALNARRING,3926
33721257,Pre-retail Licence,,ARMIK GROUP PTY LTD,UNIT 10,45-47 SINCLAIR ROAD,DANDENONG,3175
32236160,Late night (on-premises) Licence,MR POCKETS,EF. OF. PTY LTD,UNIT 10 & 11,217-221 MICKLEHAM ROAD,TULLAMARINE,3043
32060836,Packaged Liquor,,N&L HAMBLYN PTY LTD,"UNIT 10, 33-39 RAILWAY AVENUE",,WERRIBEE,3030
36087026,Limited Licence,PORT MELBOURNE RESTAURANT,PORT MELBOURNE RESTAURANT PTY LTD,UNIT 100,49 BEACH STREET,PORT MELBOURNE,3207
32276241,On-Premises Licence,PORT MELBOURNE RESTAURANT,PORT MELBOURNE RESTAURANT PTY LTD,UNIT 100,49 BEACH STREET,PORT MELBOURNE,3207
32250350,Restaurant & Café,CAFE ZEST,VINMARC CORPORATION PTY LTD,UNIT 105,55-62 BEACH STREET,PORT MELBOURNE,3207
32220062,Restaurant & Café,SAVVY SPARKS CAFE & BISTRO,HISHAM SAMI MERHI,UNIT 12,20-30 MALCOLM ROAD,BRAESIDE,3195
36057843,Limited Licence,TOOLANGI VINEYARD,GARRY ARTHUR HOUNSELL,UNIT 12,25 CLAREMONT STREET,SOUTH YARRA,3141
36094104,Limited Licence,TOOLANGI VINEYARDS,TOOLANGI VINEYARDS PTY LTD,UNIT 12,25 CLAREMONT STREET,SOUTH YARRA,3141
32273170,Restaurant & Café,TAN LAC VIEN,BROWN WINDSOR PTY LTD,UNIT 12 308-310 SPRINGVALE ROAD,,SPRINGVALE,3171
36109739,Limited Licence,MILAS WOK,MILADORA METLENKO,"UNIT 1-2, 87-89 COLCHESTER ROAD",,KILSYTH,3137
32290164,Restaurant & Café,MILAS WOK,MILADORA METLENKO,"UNIT 1-2, 87-89 COLCHESTER ROAD",,KILSYTH,3137
32292205,On-Premises Licence,JP'S CAFE BAR,WALTERSHUTCH PTY LTD,"UNIT 13, 8-10 VANESSA DRIVE",,RAVENHALL,3023
32286270,On-Premises Licence,POPEYE'S CAFE,POPEYE'S CAFE PTY LTD,UNIT 15,100-104 PIPE ROAD,LAVERTON,3028
32278641,On-Premises Licence,CHANCE BINGO,CHANCE BINGO PTY LTD,UNIT 18,14-26 AUDSLEY STREET,CLAYTON,3168
32005200,Packaged Liquor,RITCHIES MT ELIZA,RITCHIES STORES PTY LTD,UNIT 18,89 MOUNT ELIZA WAY,MOUNT ELIZA,3930
32297695,Restaurant & Café,ELWOOD FOOD & WINE BAR,ELWOOD FOOD & WINE BAR PTY LTD,UNIT 19,205 ORMOND ROAD,ELWOOD,3185
36092241,Limited Licence,FIESTE RESTAURANT,ROBERT HERNANDEZ,UNIT 19,217 MICKLEHAM ROAD,TULLAMARINE,3043
32235871,Restaurant & Café,FIESTE RESTAURANT,ROBERT HERNANDEZ,UNIT 19,217 MICKLEHAM ROAD,TULLAMARINE,3043
36101985,Limited Licence,ART OF WINES AUSTRALIA,ART OF WINES AUSTRALIA PTY LTD,UNIT 1A,640-680 GEELONG ROAD,BROOKLYN,3012
32238023,On-Premises Licence,CAMPAGNOLA PIZZERIA TRATTORIA,MODART IMPORTS PTY LTD,"UNIT 1B, 2B & 3B",18-20 CANTERBURY STREET,DEER PARK,3023
36084395,Limited Licence,AUSTRALIAN COMMERCIAL CATERING,AUSTRALIAN COMMERCIAL CATERING PTY LTD,UNIT 2,1221-1223 TOORAK ROAD,CAMBERWELL,3124
36115942,Limited Licence,SKHAMPERS,CANE DESIGN PTY LTD,UNIT 2,243 BROWNS ROAD,NOBLE PARK NORTH,3167
36103474,Limited Licence,WINE TIME,ABBEY OPERATIONS PTY LTD,UNIT 2,26 GRAEME AVENUE,MONTMORENCY,3094
32224359,On-Premises Licence,MAREKAI,MAREK NIEDZWIECKI,UNIT 2,34 DE HAVILLAND ROAD,MORDIALLOC,3195
31952111,General Licence,THE CASUAL DRINK,THE CASUAL DRINK PTY LTD,UNIT 2,680 BORONIA ROAD,WANTIRNA,3152
32022163,Packaged Liquor,OAKWOOD WINES,KEVIN TASMAN JACOBS,UNIT 2,7 OLIVE GROVE,KEYSBOROUGH,3173
36115641,Limited Licence,FABULOUS CATERING,FABULOUS CATERING PTY LTD,UNIT 2,8 SAMANTHA COURT,KNOXFIELD,3180
32021858,Packaged Liquor,BWS LIQUOR,WOOLWORTHS LIMITED,UNIT 2,9/11 SPRINGVALE ROAD,SPRINGVALE,3171
36093085,Limited Licence,WINEBUDS,DAVID JOHN LUKE,UNIT 2 333 ORRONG ROAD,,EAST ST KILDA,3183
36085252,Limited Licence,CASTLE HAMPERS,CASTLE HAMPERS PTY LTD,"UNIT 2, 163-179 FORSTER ROAD",,MOUNT WAVERLEY,3149
36102038,Limited Licence,WINE TIME,ABBEY OPERATIONS PTY LTD,"UNIT 2, 26 GRAEME AVENUE",,MONTMORENCY,3094
